"Gene Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_biotype"
"FNDC1",268.535238924043,4.16852356331171,0.218494182898588,19.0784189675498,3.81629284174789e-81,5.7492451660932e-77,"protein_coding"
"KCNE4",300.939347158468,2.45878290995796,0.149323143205584,16.4661877400529,6.41902433338403e-61,3.22342005274768e-57,"protein_coding"
"MMP16",123.496509544165,3.29478695443657,0.199938320368646,16.4790168706111,5.19223265478342e-61,3.22342005274768e-57,"protein_coding"
"HR",125.352696288759,2.33793587699262,0.150305401485397,15.5545699215591,1.48147046307905e-54,5.57958813157147e-51,"protein_coding"
"CFH",7298.8874138649,2.09222910423599,0.138584009710785,15.0971898460892,1.68983155057872e-51,5.09146246189369e-48,"protein_coding"
"LAMP5",117.856253404414,3.41398028655745,0.234855724954712,14.5365001735248,7.11378222221666e-48,1.78615215296157e-44,"protein_coding"
"SSC5D",930.302848662582,2.26078836621959,0.155839890711943,14.5071223798435,1.09206675772754e-47,2.35028367216648e-44,"protein_coding"
"BRSK1",63.8029504092194,1.76718488874724,0.123111652406887,14.3543267773439,1.0009275790579e-46,1.8848717473134e-43,"protein_coding"
"COL14A1",6460.53701437297,2.79507668737912,0.196418606065293,14.2302032550317,5.95085625797081e-46,9.96107216959225e-43,"protein_coding"
"PSD3",582.161580051267,1.13265143221479,0.0803623617174223,14.094302457132,4.11695642657904e-45,6.20219485664132e-42,"protein_coding"
"SMO",291.061234195963,1.80862203495415,0.128540066485905,14.0704924495467,5.76664396721457e-45,7.89768103328068e-42,"protein_coding"
"LDLRAD4",566.684029749805,1.28520788721503,0.0914583020158909,14.0523917335762,7.44756401985175e-45,9.34979599658888e-42,"protein_coding"
"PTGFRN",1140.23418284896,1.8142326099581,0.130066390980019,13.9485119583029,3.21237850995092e-44,3.72265248095466e-41,"protein_coding"
"TRAF5",555.761234157981,1.20935784219949,0.0874843193976861,13.8237097862303,1.83370783559263e-43,1.97320061022878e-40,"protein_coding"
"TMEM97",274.281145191365,-1.81115339660376,0.133966263256478,-13.5194738778099,1.20031143868953e-41,1.20551278825719e-38,"protein_coding"
"BRI3",1525.08902974019,-0.973672984641696,0.072200448900083,-13.4856915639007,1.89876701850592e-41,1.78780782086198e-38,"protein_coding"
"LRRC17",223.520476129808,2.71018901242549,0.201350570610929,13.4600513134994,2.68729530340284e-41,2.38141786739787e-38,"protein_coding"
"CILP2",102.663928301541,4.62666166966104,0.344116405093722,13.4450482487196,3.29191005589042e-41,2.75514583288829e-38,"protein_coding"
"VASH2",110.438790037985,2.23469659774486,0.166500758483967,13.4215400463779,4.52216867464956e-41,3.58560374124188e-38,"protein_coding"
"CEBPA",495.903621584534,-1.83030989214299,0.137388919574129,-13.3221070361169,1.72178638967567e-40,1.2969355980232e-37,"protein_coding"
"MOXD1",2143.41939337196,2.03494123191936,0.153419208158037,13.2639273553229,3.74744536977945e-40,2.68834592836798e-37,"protein_coding"
"DIO2",318.801055245037,3.39629804954723,0.256919407536252,13.2193129437604,6.78811537719828e-40,4.648316279886e-37,"protein_coding"
"DNAJC22",41.0087604263705,2.81967040486054,0.213807625232111,13.187885145815,1.03035353922609e-39,6.74881568193086e-37,"protein_coding"
"COL3A1",39648.1285319244,2.94351723256876,0.224439273530702,13.1149828916467,2.70243212889741e-39,1.69633916757665e-36,"protein_coding"
"COL15A1",2474.9098082741,2.68957897351638,0.205126188662008,13.1118263887215,2.81731032055069e-39,1.69771119916384e-36,"protein_coding"
"POLR2C",949.134401033241,-0.595698498911533,0.0454956222389404,-13.0935344896034,3.58527717149347e-39,2.07739233032881e-36,"protein_coding"
"PHLDA1",2535.32330590822,1.53548261267638,0.117547196920323,13.0626901611033,5.37927196851987e-39,3.00143452613895e-36,"protein_coding"
"FMO1",123.008967978559,3.19356384297001,0.246373681658402,12.9622767394364,2.00215501139776e-38,1.07723090166812e-35,"protein_coding"
"KCTD14",95.9121700562037,-1.95094378404227,0.150912740292125,-12.9276281132115,3.14368131378085e-38,1.63308824110719e-35,"protein_coding"
"IMP3",444.446213152005,-0.721404204502408,0.0558601022534906,-12.9144805576744,3.72952349317431e-38,1.87284238082236e-35,"protein_coding"
"TCF12",1802.44199466314,0.763103316208392,0.0591716344367948,12.8964380225717,4.71387094469001e-38,2.29078921876629e-35,"protein_coding"
"TRPS1",356.371490470001,1.12278110225132,0.087316405742123,12.8587645438281,7.67942525599325e-38,3.50577398428904e-35,"protein_coding"
"GLI1",121.118574518252,2.40669741890651,0.187134325616478,12.8608015177232,7.47970331156177e-38,3.50577398428904e-35,"protein_coding"
"COL1A1",24719.6437602377,3.11966956617323,0.242654540853946,12.8564236020251,7.91550516763606e-38,3.50726721618933e-35,"protein_coding"
"ELOA",1050.14617651467,-0.58290726627698,0.0454203001126532,-12.8336286821362,1.06267943591859e-37,4.5740759148896e-35,"protein_coding"
"TST",276.510705680634,-1.30977522872152,0.10214544418933,-12.8226494986287,1.22443773843639e-37,5.12393181376229e-35,"protein_coding"
"ISM1",534.405707110959,2.18185696406563,0.17043664533742,12.8015718670484,1.60665820435427e-37,6.54170428340462e-35,"protein_coding"
"DLG2",222.006269251522,2.59884446318525,0.205095736825071,12.6713724205874,8.52103939334318e-37,3.37814364370303e-34,"protein_coding"
"MID1IP1",815.157954716029,-1.31371248025841,0.104212304525811,-12.606116775136,1.95385259805473e-36,7.54738189479345e-34,"protein_coding"
"ACSS2",1205.49170717157,-1.42763843569548,0.113675285363336,-12.5589166645359,3.55162266443733e-36,1.33762988599371e-33,"protein_coding"
"SFRP4",1308.7401270552,2.76318150015369,0.220837413114577,12.5122888426521,6.39544599382222e-36,2.2954982552464e-33,"protein_coding"
"ENTPD1",1923.28167753069,1.20998932332075,0.096704480002241,12.5122364888649,6.39966324064712e-36,2.2954982552464e-33,"protein_coding"
"COL5A2",4709.00014648823,2.07039758691701,0.165638046758673,12.4995291083906,7.50947755223352e-36,2.63093672847437e-33,"protein_coding"
"PHLDB3",97.6093657902291,1.17396289800417,0.0944037997562975,12.4355470969891,1.67589418574529e-35,5.73803316096653e-33,"protein_coding"
"CSRNP3",78.7643316610851,1.92135075964932,0.155550619298906,12.3519325625908,4.75551536925626e-35,1.59204086750768e-32,"protein_coding"
"EDA2R",120.639710673838,1.7712701390127,0.143889479001427,12.3099350369817,8.00876254371794e-35,2.62286973306763e-32,"protein_coding"
"COL1A2",36507.7437065312,2.17030257224679,0.176397308570456,12.3034902847167,8.67432015828485e-35,2.78039645073535e-32,"protein_coding"
"FAP",395.438132443855,2.31454064611771,0.188195546941628,12.2985941151711,9.21643106873729e-35,2.89261529271932e-32,"protein_coding"
"ROBO1",1134.14180191935,1.33601537908368,0.108652036654051,12.2962755253044,9.48476391073136e-35,2.91608098602384e-32,"protein_coding"
"STX3",1029.72907152297,-0.941395125507675,0.0766774729073766,-12.2773363520319,1.1988049842239e-34,3.61199941746663e-32,"protein_coding"
"LTBP1",3415.97054300944,1.64305213042152,0.134196868950043,12.243595124661,1.81797811586461e-34,5.37016476774518e-32,"protein_coding"
"TSHZ2",370.119576337615,1.82554636223995,0.149563001131878,12.2058687537987,2.89205064852428e-34,8.37860442692658e-32,"protein_coding"
"THY1",2912.0795063689,2.96402812659203,0.243177389373121,12.1887488562687,3.56858018842932e-34,1.01435208563562e-31,"protein_coding"
"CXCL12",2537.74982926122,1.73089466923421,0.142630000113109,12.135558212589,6.84416742790504e-34,1.90939596854425e-31,"protein_coding"
"NRGN",375.428493392979,-1.60380717199909,0.132323820879641,-12.1203209016908,8.24357291000089e-34,2.25798956162115e-31,"protein_coding"
"HSD17B6",339.332004469724,-2.4430067167976,0.201632185291327,-12.1161545378673,8.67341084905957e-34,2.33330240073361e-31,"protein_coding"
"CERS2",2624.17814393489,-0.646089190699345,0.0534891682132689,-12.0788790007595,1.36568889129199e-33,3.60949178023049e-31,"protein_coding"
"TNFRSF21",896.655423082018,0.894989321701082,0.0741188223476441,12.0750612780011,1.43057638585039e-33,3.7157988366959e-31,"protein_coding"
"TMEM132E",20.1088208044738,3.25880809043485,0.270329308049209,12.0549566525049,1.82628551191554e-33,4.66321885373009e-31,"protein_coding"
"TENM4",176.479649309745,1.9376796885619,0.161034225383057,12.0327196529351,2.39150929300977e-33,6.00468124986536e-31,"protein_coding"
"COL5A1",4951.22490337189,2.09967656632125,0.174687084848388,12.0196439716397,2.80176035570803e-33,6.91942946864615e-31,"protein_coding"
"CPXM1",509.411829169875,3.82452172168301,0.318629587608565,12.0030338374646,3.42507100327891e-33,8.32237010716077e-31,"protein_coding"
"PTCHD4",69.8871701444405,2.62804011836271,0.219236425736651,11.9872421269974,4.14475949264377e-33,9.91123837407593e-31,"protein_coding"
"COL24A1",150.230240264242,2.55656981136361,0.21355767343329,11.9713320072398,5.02159139678339e-33,1.18203553738347e-30,"protein_coding"
"FSTL1",10021.2542137107,1.43092951597486,0.119970934844255,11.9273015404312,8.52937228623773e-33,1.97684605372571e-30,"protein_coding"
