"Gene Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_biotype"
"HPSE",170.84215709617,0.842942904016618,0.203963626461043,4.13280994578521,3.58355036445613e-05,0.00369049973968062,"protein_coding"
"FHL5",360.24851725981,-0.82847620414383,0.200593252956542,-4.13012996166584,3.62558222019736e-05,0.00369049973968062,"protein_coding"
"CCDC178",15.8854378524523,-1.85760279357314,0.449655945461925,-4.13116475456552,3.60929774291383e-05,0.00369049973968062,"protein_coding"
"KNTC1",237.057436212192,0.630567014245024,0.152855259953094,4.12525558125068,3.70323281298937e-05,0.00374424176695872,"protein_coding"
"PTTG1",125.76614344094,1.59649972092761,0.387236844759022,4.12279911515423,3.7429610074539e-05,0.00375918050515287,"protein_coding"
"LMNB1",279.389561160043,0.967474805033393,0.235269135058748,4.11220453882236,3.91898851585906e-05,0.0039099047676435,"protein_coding"
"CXCL10",447.882508093379,2.19662288919964,0.534525777445591,4.10947980787182,3.96551385225471e-05,0.00393029382790903,"protein_coding"
"MCM10",20.1888030851984,1.45249393194565,0.353900547586892,4.10424324531181,4.05640491932659e-05,0.00399410066076177,"protein_coding"
"SKA1",20.2500451273376,1.71912003744004,0.419922213576493,4.09390116040357,4.24175188486861e-05,0.00414948000945101,"protein_coding"
"GRB14",69.1889445036645,-0.90987334190917,0.222524328433517,-4.088871308204,4.3347724542304e-05,0.00416824642061657,"protein_coding"
"TLL1",158.731242925103,-1.11252609488414,0.272136460889123,-4.08811848015258,4.34886041807738e-05,0.00416824642061657,"protein_coding"
"TSPAN33",168.132184001822,0.646318671052121,0.158196073832538,4.08555443503797,4.39716896173701e-05,0.00416824642061657,"protein_coding"
"CD72",83.9963988447488,1.00705720931862,0.246674181629428,4.08253998317302,4.45461449531542e-05,0.00416824642061657,"protein_coding"
"CXCR5",5.28769849542147,1.98012206974599,0.48488702149731,4.08367719068136,4.43285994830281e-05,0.00416824642061657,"protein_coding"
"MEIS2",393.094689178623,-0.645931102962959,0.158164866596617,-4.08391014301765,4.42841607047713e-05,0.00416824642061657,"protein_coding"
"NFAM1",470.111516837613,0.852264367100943,0.208422362258919,4.08912152162536,4.33009970652285e-05,0.00416824642061657,"protein_coding"
"CDCA5",76.9186059231738,1.61374025819201,0.395426323600305,4.08101373600806,4.48397047772705e-05,0.00416981575598506,"protein_coding"
"F2RL2",20.4358242708829,-1.76170759463668,0.432470196641057,-4.07359306680471,4.62933400502735e-05,0.00421977662426882,"protein_coding"
"ACRBP",83.9463938801522,0.921456866774766,0.226180216809848,4.07399409095732,4.62136544714943e-05,0.00421977662426882,"protein_coding"
"FANCI",190.194954258249,0.889847222920447,0.218479417080049,4.0729110083373,4.64291679350692e-05,0.00421977662426882,"protein_coding"
"CCL16",7.06305475489534,-1.6546343825488,0.406287600840535,-4.07256923205549,4.64973726935694e-05,0.00421977662426882,"protein_coding"
"BMP6",299.9981141268,-1.1068084686874,0.271999971850655,-4.06914920305619,4.71851247845912e-05,0.00425655032862195,"protein_coding"
"MRAS",715.167555090987,-0.363113919531845,0.0893172516818189,-4.06543990880273,4.79419461463866e-05,0.0042736415307415,"protein_coding"
"MSL3",666.069770539611,0.354720433378119,0.0872491107116149,4.06560514468255,4.79079889343022e-05,0.0042736415307415,"protein_coding"
"CDT1",48.5417169424689,1.77593636319464,0.437287778918451,4.06125313537708,4.8810012734848e-05,0.00432542848147345,"protein_coding"
"WAS",525.745864400651,0.77585491679327,0.19120552423856,4.05770136549644,4.95580820234074e-05,0.00436603804492768,"protein_coding"
"EXO1",21.1931397943127,1.30382370141049,0.322554871269967,4.04217644048301,5.29573592722697e-05,0.0046036640861541,"protein_coding"
"SLC12A9",798.398493967233,0.405418313680072,0.100320580944618,4.04122773076725,5.31720910050324e-05,0.0046036640861541,"protein_coding"
"CDC45",40.4318088818978,1.7894832625795,0.442601730689133,4.04310046369061,5.27490052146256e-05,0.0046036640861541,"protein_coding"
"CDC20",65.5747618423257,1.68859878799809,0.418052693714277,4.03920083134828,5.36336285272441e-05,0.00461708922150247,"protein_coding"
